Freshness,Review
0," A dreadful pastiche of tried-and-false devices from the Indiana Jones, Dracula, Living Dead, Fast & Furious franchises -- with a little Lawrence of Arabia."
2," Gritty and intense, it reveals the ugly, soft underbelly of the Mafia-type organization that rules Naples and its environs."
2, A film that blends a blockbustery bluster with a gaunt apocalyptic sobriety to good effect that is only compromised by its latter stages.
0, These guys don't need lessons in how to talk to girls at parties. Just how to talk.
2," From the moment Our Man awakens to discover he's stranded at sea, to its Rorschach conclusion - what do you see, and what does that say about you? - All Is Lost is both practical and spiritual, now and Zen."
2," Remember what it was like to fall in love for the first time? If you don't, this winsome movie will remind you."
2, It's a film capturing our time.
2," The single most ambitious film since Avatar is stunningly beautiful to look at, but an absolute pain to analyze and admire."
0, So lame it barely gets a rise out of permanent erection jokes. 
2, Jon Turteltaub's ''old men behaving badly'' romp does more than merely pander to expectation. Beyond the noise of the strip lies a buddy comedy with heart. 
2, ... a raw thriller... [Full review in Spanish]
0," All we really get is a Chainsaw that sputters before it splatters, leaving the sleepy audience anxious to saw logs."
0," Conan the Barbarian lives by a pretty simple ethos: He lives, he loves, he slays. What he doesn't do, alas, is act."
0," Can someone explain what Nicolas Cage and Nicole Kidman are doing in a chaotic and sadistic home-invasion thriller, shot in digital colors so radioactive they appear to have leaked out of the Fukushima nuclear plant?"
2, Mazel tov to a film about a family's joyous life acting on the Yiddish stage.
0," Joaquin Phoenix and especially Reese Witherspoon prove themselves very talented, but Cash's life simply did not supply them with any sort of unique or even engaging material."
0," A suffocating, completely unimaginative 90 minute slog that all adds up to: what, exactly? If there are any stakes in this drama, high or low, then I somehow managed to miss them"
0, The Matrix is to overblown silliness as Mount Rushmore is to big stone heads.
2," ""The Disaster Artist,"" James Franco's charming love letter to one of the most fabulously awful movies ever, earns ""Hi Marks,"" indeed."
0," This is hokum on a grand scale, though it's emotionally cold and gets tiresomely repetitive, with scores of vampires baring their fangs before decapitation."
0, Ryan Gosling's stylish and evocative directorial debut shows some potential even if his script is a muddled and incoherent mess.
0," College is painfully stale, pathetically unfunny, and I can't think of a single reason why you should sit through [it]."
0," Short of laughs with little to recommend it beyond its likeable cast, this contrived and predictable action comedy begs for a sharper, wittier script and a lot more chutzpah. It's a bit like Mr & Mrs Smith meets Spy in the suburbs, but"
0, A B-movie blast about power and greed
2," The writers seem to catch on here how silly the premise is, so any hopes of a tense horror flick will be a fool's journey."
2," Even divorced from scandal, Weiner makes for a captivating, sadly comical look at the machinations of the political process."
0," Lizzy Caplan and Alison Brie lend the lightweight rom-com ""Save the Date"" more than its fair share of watchability. But the film is never truly interesting."
2," Wall-to-wall fun...this good-natured splatterfest [is] a good, gory time with lots of laughs and digitally assisted dismemberment."
0," Cube and Durst have certainly survived worse career flops, but the chances of them working together again on a film? Let's just say it's a longshot."
0, Few narrative or thematic threads yield significant pay offs.
0," If your director can't elicit some terrific performances with actors such as Johansson, Aniston, Connelly and Barrymore, it's time to replace him and get someone who can."
0," ...overheated, rarely convincing crime drama."
2," The excellent performances power the movie along, and when it hits the mark, Thoroughbreds is superb."
2," I was pleasantly surprised. Where I expected a dullard of a sequel, this is a charming and fun film that kids can enjoy and adults will still chuckle about."
2, A classy thriller that scoots along at breakneck speed.
